"","height_data","LW","LN","P","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10"
"Height.225",139.599122392699,0,0,0,"B","B","A","A","A","B","B","B","B","A","B","B","A","B","A","B","B","B","B","B"
"Height.226",139.039986588163,0,0,0,"B","B","A","A","A","B","B","B","A","B","A","B","A","B","B","B","B","B","B","A"
"Height.227",139.150407948598,0,0,0,"B","B","A","A","A","B","B","B","A","A","B","A","A","B","B","A","A","B","A","B"
"Height.228",139.796831178276,0,0,0,"B","B","A","A","A","B","B","A","B","B","A","A","A","B","A","B","B","A","B","A"
"Height.229",141.967214608093,0,0,0,"B","B","A","A","A","B","B","A","B","A","B","A","A","B","A","A","A","B","A","A"
"Height.230",141.44336210226,0,0,0,"B","B","A","A","A","B","B","A","A","B","A","B","A","A","B","A","B","B","B","A"
"Height.231",144.644467692603,0,0,0,"B","B","A","A","A","B","B","A","A","A","A","A","B","B","B","A","A","B","B","B"
"Height.232",137.288022702012,0,0,0,"B","B","A","A","A","B","A","B","B","B","B","B","B","B","B","B","B","B","A","B"
"Height.233",140.051511094865,0,0,0,"B","B","A","A","A","B","A","B","B","A","B","A","B","B","B","B","A","A","A","B"
"Height.234",138.678082445161,0,0,0,"B","B","A","A","A","B","A","B","A","B","A","B","B","A","A","A","A","A","A","B"
"Height.235",142.615722919848,0,0,0,"B","B","A","A","A","B","A","B","A","A","A","A","B","B","A","B","B","B","A","B"
"Height.236",140.521899496619,0,0,0,"B","B","A","A","A","B","A","A","B","B","B","A","A","B","B","B","B","A","A","B"
"Height.237",142.946220180626,0,0,0,"B","B","A","A","A","B","A","A","B","A","B","A","A","A","A","B","B","A","A","B"
"Height.238",142.317495162558,0,0,0,"B","B","A","A","A","B","A","A","A","B","A","A","A","B","A","B","B","A","B","B"
"Height.239",144.285193361504,0,0,0,"B","B","A","A","A","B","A","A","A","A","A","B","B","B","A","B","B","A","A","B"
"Height.240",137.188839613774,0,0,0,"B","B","A","A","A","A","B","B","B","B","A","B","B","B","A","B","A","A","B","B"
"Height.241",140.203044175572,0,0,0,"B","B","A","A","A","A","B","B","B","A","A","A","B","A","B","A","B","B","A","B"
"Height.242",138.193336300559,0,0,0,"B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","B","A","B","A","B"
"Height.243",143.11592999261,0,0,0,"B","B","A","A","A","A","B","B","A","A","B","A","A","B","B","B","B","A","B","B"
"Height.244",139.907713624081,0,0,0,"B","B","A","A","A","A","B","A","B","B","B","A","B","B","B","B","A","A","A","A"
"Height.245",143.659219706345,0,0,0,"B","B","A","A","A","A","B","A","B","A","B","A","B","B","A","A","B","B","A","A"
"Height.246",142.589623559562,0,0,0,"B","B","A","A","A","A","B","A","A","B","A","A","B","A","A","B","B","B","A","A"
"Height.247",146.057700457398,0,0,0,"B","B","A","A","A","A","B","A","A","A","A","B","B","B","B","B","A","A","A","B"
"Height.248",138.283003535456,0,0,0,"B","B","A","A","A","A","A","B","B","B","B","A","A","B","A","B","B","A","B","A"
"Height.249",142.520370380465,0,0,0,"B","B","A","A","A","A","A","B","B","A","B","A","A","B","A","B","A","A","B","A"
"Height.250",141.165331307,0,0,0,"B","B","A","A","A","A","A","B","A","B","A","A","B","A","A","B","A","B","A","B"
"Height.251",143.57512876234,0,0,0,"B","B","A","A","A","A","A","B","A","A","B","B","B","A","B","A","B","B","B","A"
"Height.252",142.090977466348,0,0,0,"B","B","A","A","A","A","A","A","B","B","B","A","A","A","B","A","B","A","A","A"
"Height.253",144.170162554736,0,0,0,"B","B","A","A","A","A","A","A","B","A","B","B","A","B","B","A","B","B","A","B"
"Height.254",143.580054322401,0,0,0,"B","B","A","A","A","A","A","A","A","B","A","A","B","A","A","B","A","B","A","B"
"Height.255",145.646280918683,0,0,0,"B","B","A","A","A","A","A","A","A","A","B","B","A","A","B","A","A","A","A","A"
"Height.256",71.3884855279139,0,0,0,"B","A","B","B","B","B","B","B","B","B","B","A","B","A","A","B","A","A","A","A"
"Height.257",76.2670247582142,0,0,0,"B","A","B","B","B","B","B","B","B","A","A","B","B","B","B","B","B","A","B","B"
"Height.258",73.7483778347994,0,0,0,"B","A","B","B","B","B","B","B","A","B","B","A","B","B","A","B","A","B","B","B"
"Height.259",77.8108263928409,0,0,0,"B","A","B","B","B","B","B","B","A","A","A","B","A","A","B","B","A","A","A","A"
"Height.260",74.1019417448801,0,0,0,"B","A","B","B","B","B","B","A","B","B","A","A","B","B","A","A","B","B","B","A"
"Height.261",79.1614561949777,0,0,0,"B","A","B","B","B","B","B","A","B","A","B","B","A","A","A","A","B","A","A","A"
"Height.262",76.2792239421838,0,0,0,"B","A","B","B","B","B","B","A","A","B","B","A","A","B","A","A","B","A","A","B"
"Height.263",79.2947403624802,0,0,0,"B","A","B","B","B","B","B","A","A","A","B","B","A","B","B","B","B","A","B","A"
"Height.264",72.3041292708243,0,0,0,"B","A","B","B","B","B","A","B","B","B","A","A","A","B","A","B","B","B","A","A"
"Height.265",76.1561877368075,0,0,0,"B","A","B","B","B","B","A","B","B","A","B","A","B","A","B","A","A","A","A","B"
"Height.266",73.4875945180288,0,0,0,"B","A","B","B","B","B","A","B","A","B","A","B","B","A","B","A","A","B","A","B"
"Height.267",78.3922695591331,0,0,0,"B","A","B","B","B","B","A","B","A","A","A","B","B","B","B","A","A","A","A","A"
"Height.268",75.5191958132407,0,0,0,"B","A","B","B","B","B","A","A","B","B","A","B","A","B","A","A","A","B","B","A"
"Height.269",77.7955491188611,0,0,0,"B","A","B","B","B","B","A","A","B","A","B","B","B","B","A","A","A","B","B","A"
"Height.270",76.5878209354422,0,0,0,"B","A","B","B","B","B","A","A","A","B","A","B","B","A","B","B","B","A","A","A"
"Height.271",81.2038822513352,0,0,0,"B","A","B","B","B","B","A","A","A","A","B","B","A","A","B","A","A","B","A","A"
"Height.272",73.0084425569638,0,0,0,"B","A","B","B","B","A","B","B","B","B","B","B","B","B","A","B","B","B","A","A"
"Height.273",75.9176162961682,0,0,0,"B","A","B","B","B","A","B","B","B","A","A","B","A","A","A","B","A","B","B","A"
"Height.274",76.6885210495944,0,0,0,"B","A","B","B","B","A","B","B","A","B","B","A","B","A","B","B","B","A","A","B"
"Height.275",79.1273203700042,0,0,0,"B","A","B","B","B","A","B","B","A","A","B","A","B","B","B","B","B","B","A","A"
"Height.276",76.3813743510023,0,0,0,"B","A","B","B","B","A","B","A","B","B","B","B","A","A","B","B","A","B","A","A"
"Height.277",79.9834490978072,0,0,0,"B","A","B","B","B","A","B","A","B","A","B","B","B","B","B","A","A","B","A","A"
"Height.278",78.3202427769441,0,0,0,"B","A","B","B","B","A","B","A","A","B","B","A","A","B","A","A","A","A","A","A"
"Height.279",81.4323755466635,0,0,0,"B","A","B","B","B","A","B","A","A","A","A","A","B","A","B","A","A","B","A","A"
"Height.280",74.5873452916531,0,0,0,"B","A","B","B","B","A","A","B","B","B","A","A","A","B","B","A","B","A","A","B"
"Height.281",77.4164112374404,0,0,0,"B","A","B","B","B","A","A","B","B","A","A","A","B","B","A","B","A","B","B","A"
"Height.282",74.5759677470474,0,0,0,"B","A","B","B","B","A","A","B","A","B","A","B","A","A","A","B","B","A","A","B"
"Height.283",78.5895772476216,0,0,0,"B","A","B","B","B","A","A","B","A","A","B","B","A","A","A","A","B","A","A","B"
"Height.284",77.0689764931031,0,0,0,"B","A","B","B","B","A","A","A","B","B","B","B","B","B","A","B","A","B","B","B"
"Height.285",79.7692514733242,0,0,0,"B","A","B","B","B","A","A","A","B","A","A","A","B","B","B","A","A","B","A","B"
"Height.286",78.415843084135,0,0,0,"B","A","B","B","B","A","A","A","A","B","B","A","B","B","A","B","B","A","B","A"
"Height.287",81.7782757652956,0,0,0,"B","A","B","B","B","A","A","A","A","A","A","B","B","B","B","B","B","B","A","B"
"Height.288",73.0773193230255,0,0,0,"B","A","B","B","A","B","B","B","B","B","B","B","B","B","A","A","B","A","A","A"
"Height.289",77.0671803306245,0,0,0,"B","A","B","B","A","B","B","B","B","A","B","A","A","A","A","B","A","A","B","A"
"Height.290",76.7778872663819,0,0,0,"B","A","B","B","A","B","B","B","A","B","A","B","A","A","B","A","B","B","A","B"
"Height.291",79.9161081469794,0,0,0,"B","A","B","B","A","B","B","B","A","A","A","A","B","A","B","B","B","B","B","A"
"Height.292",77.4091623262254,0,0,0,"B","A","B","B","A","B","B","A","B","B","A","B","B","A","B","B","B","A","A","B"
"Height.293",80.4857407974051,0,0,0,"B","A","B","B","A","B","B","A","B","A","A","A","A","B","B","B","B","A","A","B"
"Height.294",79.1923133435579,0,0,0,"B","A","B","B","A","B","B","A","A","B","B","B","B","A","B","A","B","A","A","A"
"Height.295",84.1200418499408,0,0,0,"B","A","B","B","A","B","B","A","A","A","B","B","B","A","B","B","B","B","A","B"
"Height.296",74.7691513798941,0,0,0,"B","A","B","B","A","B","A","B","B","B","B","B","A","B","B","A","B","A","B","A"
"Height.297",78.7671501340997,0,0,0,"B","A","B","B","A","B","A","B","B","A","B","B","B","A","B","B","B","A","B","A"
"Height.298",76.7460082823631,0,0,0,"B","A","B","B","A","B","A","B","A","B","B","A","A","A","A","A","B","B","B","B"
"Height.299",80.2165372806564,0,0,0,"B","A","B","B","A","B","A","B","A","A","B","B","B","B","B","A","A","B","B","B"
"Height.300",77.6274526495302,0,0,0,"B","A","B","B","A","B","A","A","B","B","B","A","A","A","B","B","A","B","B","B"
"Height.301",80.9953655810845,0,0,0,"B","A","B","B","A","B","A","A","B","A","B","A","B","A","B","A","B","B","A","B"
"Height.302",79.3187841028138,0,0,0,"B","A","B","B","A","B","A","A","A","B","B","B","A","B","A","A","A","B","B","B"
"Height.303",82.4761800966061,0,0,0,"B","A","B","B","A","B","A","A","A","A","A","B","B","A","B","A","A","A","A","B"
"Height.304",75.3548791988441,0,0,0,"B","A","B","B","A","A","B","B","B","B","A","B","A","A","A","B","A","A","B","B"
"Height.305",79.2537493381395,0,0,0,"B","A","B","B","A","A","B","B","B","A","B","B","B","B","B","A","A","A","A","B"
"Height.306",79.226189520153,0,0,0,"B","A","B","B","A","A","B","B","A","B","A","B","B","B","B","B","A","B","B","A"
"Height.307",81.1064343533805,0,0,0,"B","A","B","B","A","A","B","B","A","A","B","A","A","B","A","B","A","B","B","B"
"Height.308",77.5782360189587,0,0,0,"B","A","B","B","A","A","B","A","B","B","B","B","A","A","A","A","A","B","A","A"
"Height.309",81.6350409390516,0,0,0,"B","A","B","B","A","A","B","A","B","A","B","A","A","B","B","A","B","A","A","B"
"Height.310",79.476437828002,0,0,0,"B","A","B","B","A","A","B","A","A","B","A","B","A","A","A","A","A","A","A","A"
"Height.311",84.2503795543322,0,0,0,"B","A","B","B","A","A","B","A","A","A","A","A","B","A","A","B","B","B","A","A"
"Height.312",76.9216726192657,0,0,0,"B","A","B","B","A","A","A","B","B","B","B","A","B","A","A","B","B","A","A","A"
"Height.313",79.7766126550011,0,0,0,"B","A","B","B","A","A","A","B","B","A","B","A","B","A","B","A","B","A","A","B"
"Height.314",79.6856872201679,0,0,0,"B","A","B","B","A","A","A","B","A","B","A","A","A","B","B","B","A","A","A","B"
"Height.315",82.3627406265942,0,0,0,"B","A","B","B","A","A","A","B","A","A","B","A","B","A","B","A","B","B","B","B"
"Height.316",79.6310478922263,0,0,0,"B","A","B","B","A","A","A","A","B","B","B","A","A","B","B","B","A","B","A","B"
"Height.317",83.0017956438834,0,0,0,"B","A","B","B","A","A","A","A","B","A","B","B","B","B","A","A","B","B","B","A"
"Height.318",81.1508507886197,0,0,0,"B","A","B","B","A","A","A","A","A","B","B","A","A","A","A","A","A","B","B","B"
"Height.319",85.6366605988104,0,0,0,"B","A","B","B","A","A","A","A","A","A","A","A","B","A","A","A","A","A","B","A"
"Height.320",132.808310298958,0,0,0,"B","A","B","A","B","B","B","B","B","B","A","A","A","B","B","A","B","B","A","A"
"Height.321",135.780448698211,0,0,0,"B","A","B","A","B","B","B","B","B","A","A","A","B","B","A","B","A","B","A","B"
"Height.322",133.137152426743,0,0,0,"B","A","B","A","B","B","B","B","A","B","A","A","B","B","B","A","A","A","B","B"
"Height.323",137.852958650902,0,0,0,"B","A","B","A","B","B","B","B","A","A","A","B","B","B","A","B","A","B","A","A"
"Height.324",134.443902862346,0,0,0,"B","A","B","A","B","B","B","A","B","B","B","B","A","A","B","A","A","B","B","A"
"Height.325",138.216977551292,0,0,0,"B","A","B","A","B","B","B","A","B","A","B","B","B","B","A","A","A","B","B","A"
"Height.326",136.299298376214,0,0,0,"B","A","B","A","B","B","B","A","A","B","B","A","A","A","A","B","B","A","A","B"
"Height.327",140.005482469336,0,0,0,"B","A","B","A","B","B","B","A","A","A","A","B","B","A","B","B","A","A","B","A"
"Height.328",131.32485512783,0,0,0,"B","A","B","A","B","B","A","B","B","B","B","A","B","A","B","A","A","A","B","A"
"Height.329",135.878491436565,0,0,0,"B","A","B","A","B","B","A","B","B","A","B","A","B","A","A","A","B","B","A","B"
"Height.330",134.109090559208,0,0,0,"B","A","B","A","B","B","A","B","A","B","B","B","A","A","A","A","B","B","B","A"
"Height.331",137.972764386877,0,0,0,"B","A","B","A","B","B","A","B","A","A","B","B","B","B","A","A","A","B","B","A"
"Height.332",135.002430866003,0,0,0,"B","A","B","A","B","B","A","A","B","B","A","A","B","A","A","A","B","B","A","A"
"Height.333",139.068147309385,0,0,0,"B","A","B","A","B","B","A","A","B","A","A","A","A","A","A","A","B","B","B","B"
"Height.334",138.748079977286,0,0,0,"B","A","B","A","B","B","A","A","A","B","B","A","A","A","B","A","A","B","B","A"
"Height.335",140.703999575654,0,0,0,"B","A","B","A","B","B","A","A","A","A","A","B","A","B","A","B","B","B","B","A"
"Height.336",134.247132716207,0,0,0,"B","A","B","A","B","A","B","B","B","B","B","B","B","A","B","A","B","A","A","B"
"Height.337",136.869269285649,0,0,0,"B","A","B","A","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A"
"Height.338",135.244962648813,0,0,0,"B","A","B","A","B","A","B","B","A","B","B","B","A","B","B","A","B","B","A","B"
"Height.339",138.077191062076,0,0,0,"B","A","B","A","B","A","B","B","A","A","A","A","B","A","A","A","A","A","A","B"
"Height.340",136.105718433553,0,0,0,"B","A","B","A","B","A","B","A","B","B","B","A","A","A","A","B","B","A","B","A"
"Height.341",139.697250641409,0,0,0,"B","A","B","A","B","A","B","A","B","A","B","A","B","A","A","A","B","A","A","B"
"Height.342",138.81338836539,0,0,0,"B","A","B","A","B","A","B","A","A","B","A","B","B","A","A","B","A","A","A","A"
"Height.343",142.264530395536,0,0,0,"B","A","B","A","B","A","B","A","A","A","A","B","A","A","A","A","A","A","A","B"
"Height.344",134.689343737654,0,0,0,"B","A","B","A","B","A","A","B","B","B","B","A","A","A","A","A","A","A","B","B"
"Height.345",137.371337227282,0,0,0,"B","A","B","A","B","A","A","B","B","A","B","B","B","B","A","A","A","A","A","A"
"Height.346",136.930300806028,0,0,0,"B","A","B","A","B","A","A","B","A","B","A","B","B","A","A","A","A","A","A","B"
"Height.347",139.187292428026,0,0,0,"B","A","B","A","B","A","A","B","A","A","B","B","A","A","A","B","A","B","A","B"
"Height.348",137.948303472694,0,0,0,"B","A","B","A","B","A","A","A","B","B","A","A","A","A","B","B","B","B","B","B"
"Height.349",139.736326541601,0,0,0,"B","A","B","A","B","A","A","A","B","A","B","A","B","A","B","B","A","A","B","A"
"Height.350",138.072442779919,0,0,0,"B","A","B","A","B","A","A","A","A","B","B","B","A","B","A","A","A","B","A","B"
"Height.351",141.696295372704,0,0,0,"B","A","B","A","B","A","A","A","A","A","B","B","B","B","B","B","B","B","B","A"
"Height.352",133.949801715775,0,0,0,"B","A","B","A","A","B","B","B","B","B","A","A","B","A","A","B","A","A","A","A"
"Height.353",136.430318452168,0,0,0,"B","A","B","A","A","B","B","B","B","A","A","A","B","A","B","B","B","A","A","A"
"Height.354",136.649405414696,0,0,0,"B","A","B","A","A","B","B","B","A","B","B","B","B","A","B","B","B","A","B","A"
"Height.355",139.654032351563,0,0,0,"B","A","B","A","A","B","B","B","A","A","A","A","B","A","A","B","B","B","A","A"
"Height.356",138.088276491262,0,0,0,"B","A","B","A","A","B","B","A","B","B","A","A","A","A","B","B","B","A","B","A"
"Height.357",141.005312919955,0,0,0,"B","A","B","A","A","B","B","A","B","A","A","A","A","A","B","A","A","B","B","B"
"Height.358",139.655616812678,0,0,0,"B","A","B","A","A","B","B","A","A","B","A","B","B","A","B","B","B","A","A","A"
"Height.359",142.78825218041,0,0,0,"B","A","B","A","A","B","B","A","A","A","A","B","A","A","B","A","B","B","B","A"
"Height.360",133.858170024841,0,0,0,"B","A","B","A","A","B","A","B","B","B","A","B","B","B","A","A","B","A","A","B"
"Height.361",138.265603452063,0,0,0,"B","A","B","A","A","B","A","B","B","A","A","B","A","B","B","B","B","B","A","B"
"Height.362",136.42841313237,0,0,0,"B","A","B","A","A","B","A","B","A","B","A","B","B","A","A","A","A","A","A","A"
"Height.363",140.366907489924,0,0,0,"B","A","B","A","A","B","A","B","A","A","A","B","B","B","B","A","B","B","A","A"
"Height.364",136.297122283766,0,0,0,"B","A","B","A","A","B","A","A","B","B","B","B","B","B","B","B","B","A","A","B"
"Height.365",141.375022409043,0,0,0,"B","A","B","A","A","B","A","A","B","A","A","A","A","A","B","B","A","A","A","A"
"Height.366",139.341775635482,0,0,0,"B","A","B","A","A","B","A","A","A","B","A","A","B","A","A","A","A","B","B","B"
"Height.367",141.23271075635,0,0,0,"B","A","B","A","A","B","A","A","A","A","B","B","A","A","A","A","A","A","B","A"
"Height.368",135.510226353298,0,0,0,"B","A","B","A","A","A","B","B","B","B","B","B","B","B","A","A","A","A","B","B"
"Height.369",139.979916492293,0,0,0,"B","A","B","A","A","A","B","B","B","A","B","B","B","B","A","B","B","A","B","B"
"Height.370",136.716677525044,0,0,0,"B","A","B","A","A","A","B","B","A","B","B","A","A","A","B","A","A","B","B","B"
"Height.371",141.397938895004,0,0,0,"B","A","B","A","A","A","B","B","A","A","B","A","B","B","B","B","A","B","A","B"
"Height.372",137.461571722489,0,0,0,"B","A","B","A","A","A","B","A","B","B","A","A","A","A","A","A","A","B","B","A"
"Height.373",142.180672303857,0,0,0,"B","A","B","A","A","A","B","A","B","A","A","A","A","B","A","A","A","A","A","B"
"Height.374",141.008270870331,0,0,0,"B","A","B","A","A","A","B","A","A","B","B","B","A","A","A","B","A","A","A","A"
"Height.375",143.166792876074,0,0,0,"B","A","B","A","A","A","B","A","A","A","B","A","B","B","A","A","A","B","B","B"
"Height.376",136.198428521807,0,0,0,"B","A","B","A","A","A","A","B","B","B","B","A","B","A","A","A","B","B","B","A"
"Height.377",138.962264763043,0,0,0,"B","A","B","A","A","A","A","B","B","A","B","B","A","A","A","A","A","B","B","B"
"Height.378",137.881283910428,0,0,0,"B","A","B","A","A","A","A","B","A","B","A","B","A","B","A","B","B","B","A","A"
"Height.379",140.862829681726,0,0,0,"B","A","B","A","A","A","A","B","A","A","B","B","B","B","B","B","A","B","B","A"
"Height.380",139.346915313292,0,0,0,"B","A","B","A","A","A","A","A","B","B","B","A","A","B","A","A","A","A","B","A"
"Height.381",142.193192868841,0,0,0,"B","A","B","A","A","A","A","A","B","A","A","A","A","A","A","B","B","B","B","A"
"Height.382",141.940479126599,0,0,0,"B","A","B","A","A","A","A","A","A","B","A","B","B","B","A","B","A","A","A","B"
"Height.383",143.74867660239,0,0,0,"B","A","B","A","A","A","A","A","A","A","B","B","A","A","A","A","A","B","B","B"
"Height.384",75.3198486449457,0,0,0,"B","A","A","B","B","B","B","B","B","B","B","A","B","B","A","A","A","A","A","A"
"Height.385",77.5591167528898,0,0,0,"B","A","A","B","B","B","B","B","B","A","A","A","B","A","B","B","B","B","B","B"
"Height.386",77.9967519113156,0,0,0,"B","A","A","B","B","B","B","B","A","B","B","A","A","B","B","B","B","B","B","A"
"Height.387",81.2479662826606,0,0,0,"B","A","A","B","B","B","B","B","A","A","B","B","B","A","A","B","B","A","B","A"
"Height.388",77.2434278807429,0,0,0,"B","A","A","B","B","B","B","A","B","B","A","B","A","B","B","B","B","B","A","A"
