"","height_data","i","j","k","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"Height.348",79.1040875165385,0,0,0,0,1,0,1,0,1,1,1,0,0
"Height.349",83.5838824492402,0,0,0,0,1,0,1,0,1,1,1,0,1
"Height.350",82.5571010272445,0,0,0,0,1,0,1,0,1,1,1,1,0
"Height.351",84.8787190870216,0,0,0,0,1,0,1,0,1,1,1,1,1
"Height.352",77.9717576228157,0,0,0,0,1,0,1,1,0,0,0,0,0
"Height.353",82.3460493274643,0,0,0,0,1,0,1,1,0,0,0,0,1
"Height.354",79.6766331113985,0,0,0,0,1,0,1,1,0,0,0,1,0
"Height.355",84.0771847373442,0,0,0,0,1,0,1,1,0,0,0,1,1
"Height.356",81.0298810732917,0,0,0,0,1,0,1,1,0,0,1,0,0
"Height.357",82.3414207661295,0,0,0,0,1,0,1,1,0,0,1,0,1
"Height.358",83.5667369788054,0,0,0,0,1,0,1,1,0,0,1,1,0
"Height.359",85.8620218178034,0,0,0,0,1,0,1,1,0,0,1,1,1
"Height.360",78.1550903740635,0,0,0,0,1,0,1,1,0,1,0,0,0
"Height.361",80.8410318471595,0,0,0,0,1,0,1,1,0,1,0,0,1
"Height.362",79.9280733096527,0,0,0,0,1,0,1,1,0,1,0,1,0
"Height.363",83.2013624842473,0,0,0,0,1,0,1,1,0,1,0,1,1
"Height.364",80.5986629292959,0,0,0,0,1,0,1,1,0,1,1,0,0
"Height.365",84.3914502896057,0,0,0,0,1,0,1,1,0,1,1,0,1
"Height.366",82.1073855324517,0,0,0,0,1,0,1,1,0,1,1,1,0
"Height.367",86.312621722806,0,0,0,0,1,0,1,1,0,1,1,1,1
"Height.368",78.9140041039623,0,0,0,0,1,0,1,1,1,0,0,0,0
"Height.369",81.5189610173529,0,0,0,0,1,0,1,1,1,0,0,0,1
"Height.370",80.4326287057416,0,0,0,0,1,0,1,1,1,0,0,1,0
"Height.371",83.9112278358881,0,0,0,0,1,0,1,1,1,0,0,1,1
"Height.372",81.4513749120371,0,0,0,0,1,0,1,1,1,0,1,0,0
"Height.373",84.1740787255534,0,0,0,0,1,0,1,1,1,0,1,0,1
"Height.374",84.295893596228,0,0,0,0,1,0,1,1,1,0,1,1,0
"Height.375",87.6803149431098,0,0,0,0,1,0,1,1,1,0,1,1,1
"Height.376",78.7118073662472,0,0,0,0,1,0,1,1,1,1,0,0,0
"Height.377",82.8250128341649,0,0,0,0,1,0,1,1,1,1,0,0,1
"Height.378",81.9698037400923,0,0,0,0,1,0,1,1,1,1,0,1,0
"Height.379",85.2056104789956,0,0,0,0,1,0,1,1,1,1,0,1,1
"Height.380",82.2582740091253,0,0,0,0,1,0,1,1,1,1,1,0,0
"Height.381",86.6769905628784,0,0,0,0,1,0,1,1,1,1,1,0,1
"Height.382",86.2445838918285,0,0,0,0,1,0,1,1,1,1,1,1,0
"Height.383",88.7004453230714,0,0,0,0,1,0,1,1,1,1,1,1,1
"Height.384",75.9398083527092,0,0,0,0,1,1,0,0,0,0,0,0,0
"Height.385",78.7389009190396,0,0,0,0,1,1,0,0,0,0,0,0,1
"Height.386",77.7145462588769,0,0,0,0,1,1,0,0,0,0,0,1,0
"Height.387",81.1112311632825,0,0,0,0,1,1,0,0,0,0,0,1,1
"Height.388",79.0924032432252,0,0,0,0,1,1,0,0,0,0,1,0,0
"Height.389",82.0624186996038,0,0,0,0,1,1,0,0,0,0,1,0,1
"Height.390",80.6862586545043,0,0,0,0,1,1,0,0,0,0,1,1,0
"Height.391",82.7669307299268,0,0,0,0,1,1,0,0,0,0,1,1,1
"Height.392",77.2004060441813,0,0,0,0,1,1,0,0,0,1,0,0,0
"Height.393",80.3886318330053,0,0,0,0,1,1,0,0,0,1,0,0,1
"Height.394",79.3076756946375,0,0,0,0,1,1,0,0,0,1,0,1,0
"Height.395",82.5177728796263,0,0,0,0,1,1,0,0,0,1,0,1,1
"Height.396",79.0775135729396,0,0,0,0,1,1,0,0,0,1,1,0,0
"Height.397",82.4242376061458,0,0,0,0,1,1,0,0,0,1,1,0,1
"Height.398",81.6361904740436,0,0,0,0,1,1,0,0,0,1,1,1,0
"Height.399",84.2961474678612,0,0,0,0,1,1,0,0,0,1,1,1,1
"Height.400",76.9165968746842,0,0,0,0,1,1,0,0,1,0,0,0,0
"Height.401",79.6013039721488,0,0,0,0,1,1,0,0,1,0,0,0,1
"Height.402",79.635977888139,0,0,0,0,1,1,0,0,1,0,0,1,0
"Height.403",81.1015611669622,0,0,0,0,1,1,0,0,1,0,0,1,1
"Height.404",80.357387318924,0,0,0,0,1,1,0,0,1,0,1,0,0
"Height.405",82.8679677814175,0,0,0,0,1,1,0,0,1,0,1,0,1
"Height.406",82.1563331057075,0,0,0,0,1,1,0,0,1,0,1,1,0
"Height.407",83.4096410624005,0,0,0,0,1,1,0,0,1,0,1,1,1
"Height.408",77.9562063927063,0,0,0,0,1,1,0,0,1,1,0,0,0
"Height.409",80.2930775131575,0,0,0,0,1,1,0,0,1,1,0,0,1
"Height.410",79.2345774936077,0,0,0,0,1,1,0,0,1,1,0,1,0
"Height.411",83.3418372155646,0,0,0,0,1,1,0,0,1,1,0,1,1
"Height.412",78.9040347688751,0,0,0,0,1,1,0,0,1,1,1,0,0
"Height.413",83.2598721490781,0,0,0,0,1,1,0,0,1,1,1,0,1
"Height.414",83.6052462717096,0,0,0,0,1,1,0,0,1,1,1,1,0
"Height.415",87.1905053607607,0,0,0,0,1,1,0,0,1,1,1,1,1
"Height.416",77.7061176339465,0,0,0,0,1,1,0,1,0,0,0,0,0
"Height.417",81.6118771366732,0,0,0,0,1,1,0,1,0,0,0,0,1
"Height.418",79.8821354416085,0,0,0,0,1,1,0,1,0,0,0,1,0
"Height.419",82.2573119371905,0,0,0,0,1,1,0,1,0,0,0,1,1
"Height.420",80.7700767929135,0,0,0,0,1,1,0,1,0,0,1,0,0
"Height.421",84.0691479958927,0,0,0,0,1,1,0,1,0,0,1,0,1
"Height.422",83.0028822243784,0,0,0,0,1,1,0,1,0,0,1,1,0
"Height.423",84.9700056752324,0,0,0,0,1,1,0,1,0,0,1,1,1
"Height.424",79.4626382272153,0,0,0,0,1,1,0,1,0,1,0,0,0
"Height.425",81.2144888934272,0,0,0,0,1,1,0,1,0,1,0,0,1
"Height.426",80.4379075388864,0,0,0,0,1,1,0,1,0,1,0,1,0
"Height.427",82.8076534901773,0,0,0,0,1,1,0,1,0,1,0,1,1
"Height.428",82.35408723811,0,0,0,0,1,1,0,1,0,1,1,0,0
"Height.429",84.1963819631002,0,0,0,0,1,1,0,1,0,1,1,0,1
"Height.430",82.5557213344006,0,0,0,0,1,1,0,1,0,1,1,1,0
"Height.431",86.6900356296329,0,0,0,0,1,1,0,1,0,1,1,1,1
"Height.432",79.8225906812659,0,0,0,0,1,1,0,1,1,0,0,0,0
"Height.433",81.8001223096141,0,0,0,0,1,1,0,1,1,0,0,0,1
"Height.434",80.7830262302435,0,0,0,0,1,1,0,1,1,0,0,1,0
"Height.435",84.3600047895739,0,0,0,0,1,1,0,1,1,0,0,1,1
"Height.436",81.6797204189257,0,0,0,0,1,1,0,1,1,0,1,0,0
"Height.437",84.9072503470456,0,0,0,0,1,1,0,1,1,0,1,0,1
"Height.438",84.1676418117511,0,0,0,0,1,1,0,1,1,0,1,1,0
"Height.439",86.1045122323958,0,0,0,0,1,1,0,1,1,0,1,1,1
"Height.440",79.963567648588,0,0,0,0,1,1,0,1,1,1,0,0,0
"Height.441",83.5750265354733,0,0,0,0,1,1,0,1,1,1,0,0,1
"Height.442",82.1667655764508,0,0,0,0,1,1,0,1,1,1,0,1,0
"Height.443",86.1900298221189,0,0,0,0,1,1,0,1,1,1,0,1,1
"Height.444",82.8847473707353,0,0,0,0,1,1,0,1,1,1,1,0,0
"Height.445",85.9678212313683,0,0,0,0,1,1,0,1,1,1,1,0,1
"Height.446",83.6748685435993,0,0,0,0,1,1,0,1,1,1,1,1,0
"Height.447",88.0955700910962,0,0,0,0,1,1,0,1,1,1,1,1,1
"Height.448",79.5221739886799,0,0,0,0,1,1,1,0,0,0,0,0,0
"Height.449",81.6546477660994,0,0,0,0,1,1,1,0,0,0,0,0,1
"Height.450",81.6132473295972,0,0,0,0,1,1,1,0,0,0,0,1,0
"Height.451",83.0464344987375,0,0,0,0,1,1,1,0,0,0,0,1,1
"Height.452",80.0080871689859,0,0,0,0,1,1,1,0,0,0,1,0,0
"Height.453",83.2897460792057,0,0,0,0,1,1,1,0,0,0,1,0,1
"Height.454",83.1032723873944,0,0,0,0,1,1,1,0,0,0,1,1,0
"Height.455",85.7282128454437,0,0,0,0,1,1,1,0,0,0,1,1,1
"Height.456",80.0134563858777,0,0,0,0,1,1,1,0,0,1,0,0,0
"Height.457",82.9552588123705,0,0,0,0,1,1,1,0,0,1,0,0,1
"Height.458",80.0926401743245,0,0,0,0,1,1,1,0,0,1,0,1,0
"Height.459",85.4015270339945,0,0,0,0,1,1,1,0,0,1,0,1,1
"Height.460",82.9033935460736,0,0,0,0,1,1,1,0,0,1,1,0,0
"Height.461",86.0129965859356,0,0,0,0,1,1,1,0,0,1,1,0,1
"Height.462",83.9875092363455,0,0,0,0,1,1,1,0,0,1,1,1,0
"Height.463",87.3693983112895,0,0,0,0,1,1,1,0,0,1,1,1,1
"Height.464",79.3328684123493,0,0,0,0,1,1,1,0,1,0,0,0,0
"Height.465",83.2234063037268,0,0,0,0,1,1,1,0,1,0,0,0,1
"Height.466",83.82046812719,0,0,0,0,1,1,1,0,1,0,0,1,0
"Height.467",84.6975496494283,0,0,0,0,1,1,1,0,1,0,0,1,1
"Height.468",81.9108318968858,0,0,0,0,1,1,1,0,1,0,1,0,0
"Height.469",84.8511220226442,0,0,0,0,1,1,1,0,1,0,1,0,1
"Height.470",83.9717757789999,0,0,0,0,1,1,1,0,1,0,1,1,0
"Height.471",86.8477182701141,0,0,0,0,1,1,1,0,1,0,1,1,1
"Height.472",80.8112832537828,0,0,0,0,1,1,1,0,1,1,0,0,0
"Height.473",83.7815541240182,0,0,0,0,1,1,1,0,1,1,0,0,1
"Height.474",80.9833205685955,0,0,0,0,1,1,1,0,1,1,0,1,0
"Height.475",86.092664812286,0,0,0,0,1,1,1,0,1,1,0,1,1
"Height.476",83.6864337011812,0,0,0,0,1,1,1,0,1,1,1,0,0
"Height.477",86.0319381484015,0,0,0,0,1,1,1,0,1,1,1,0,1
"Height.478",86.2769690537865,0,0,0,0,1,1,1,0,1,1,1,1,0
"Height.479",88.1239538937045,0,0,0,0,1,1,1,0,1,1,1,1,1
"Height.480",81.9687945595843,0,0,0,0,1,1,1,1,0,0,0,0,0
"Height.481",84.4944425260818,0,0,0,0,1,1,1,1,0,0,0,0,1
"Height.482",82.3029024429044,0,0,0,0,1,1,1,1,0,0,0,1,0
"Height.483",85.7104635808086,0,0,0,0,1,1,1,1,0,0,0,1,1
"Height.484",84.1317476488785,0,0,0,0,1,1,1,1,0,0,1,0,0
"Height.485",88.5684035953112,0,0,0,0,1,1,1,1,0,0,1,0,1
"Height.486",86.1973165733205,0,0,0,0,1,1,1,1,0,0,1,1,0
"Height.487",86.8911495565827,0,0,0,0,1,1,1,1,0,0,1,1,1
"Height.488",82.3006001110964,0,0,0,0,1,1,1,1,0,1,0,0,0
"Height.489",85.5385873826484,0,0,0,0,1,1,1,1,0,1,0,0,1
"Height.490",84.1574487825137,0,0,0,0,1,1,1,1,0,1,0,1,0
"Height.491",85.5962183209304,0,0,0,0,1,1,1,1,0,1,0,1,1
"Height.492",85.2584369466713,0,0,0,0,1,1,1,1,0,1,1,0,0
"Height.493",87.6571333578782,0,0,0,0,1,1,1,1,0,1,1,0,1
"Height.494",85.9663910911979,0,0,0,0,1,1,1,1,0,1,1,1,0
"Height.495",90.5300138946125,0,0,0,0,1,1,1,1,0,1,1,1,1
"Height.496",83.4520404063152,0,0,0,0,1,1,1,1,1,0,0,0,0
"Height.497",85.3466717923475,0,0,0,0,1,1,1,1,1,0,0,0,1
"Height.498",84.1071386709759,0,0,0,0,1,1,1,1,1,0,0,1,0
"Height.499",88.3454820567742,0,0,0,0,1,1,1,1,1,0,0,1,1
"Height.500",85.1790329691074,0,0,0,0,1,1,1,1,1,0,1,0,0
"Height.501",87.6118227839239,0,0,0,0,1,1,1,1,1,0,1,0,1
"Height.502",87.7623622689366,0,0,0,0,1,1,1,1,1,0,1,1,0
"Height.503",91.427316658737,0,0,0,0,1,1,1,1,1,0,1,1,1
"Height.504",82.4532189672417,0,0,0,0,1,1,1,1,1,1,0,0,0
"Height.505",86.1552022392982,0,0,0,0,1,1,1,1,1,1,0,0,1
"Height.506",86.1908825259885,0,0,0,0,1,1,1,1,1,1,0,1,0
"Height.507",87.3441680771587,0,0,0,0,1,1,1,1,1,1,0,1,1
"Height.508",86.4171867655968,0,0,0,0,1,1,1,1,1,1,1,0,0
"Height.509",88.6774728040054,0,0,0,0,1,1,1,1,1,1,1,0,1
"Height.510",89.2056322581735,0,0,0,0,1,1,1,1,1,1,1,1,0
"Height.511",91.8225139424477,0,0,0,0,1,1,1,1,1,1,1,1,1
"Height.512",72.7443190225816,0,0,0,1,0,0,0,0,0,0,0,0,0
"Height.513",75.6701300295885,0,0,0,1,0,0,0,0,0,0,0,0,1
"Height.514",74.6420637031382,0,0,0,1,0,0,0,0,0,0,0,1,0
"Height.515",78.6888602969652,0,0,0,1,0,0,0,0,0,0,0,1,1
"Height.516",73.5805881128562,0,0,0,1,0,0,0,0,0,0,1,0,0
"Height.517",77.4316504748432,0,0,0,1,0,0,0,0,0,0,1,0,1
"Height.518",77.4390038872462,0,0,0,1,0,0,0,0,0,0,1,1,0
"Height.519",80.526924298032,0,0,0,1,0,0,0,0,0,0,1,1,1
"Height.520",72.8133175692709,0,0,0,1,0,0,0,0,0,1,0,0,0
"Height.521",76.1722922397622,0,0,0,1,0,0,0,0,0,1,0,0,1
"Height.522",75.9407521340948,0,0,0,1,0,0,0,0,0,1,0,1,0
"Height.523",78.3049138074034,0,0,0,1,0,0,0,0,0,1,0,1,1
"Height.524",76.0347080814016,0,0,0,1,0,0,0,0,0,1,1,0,0
"Height.525",78.7283175472641,0,0,0,1,0,0,0,0,0,1,1,0,1
"Height.526",78.0575325779118,0,0,0,1,0,0,0,0,0,1,1,1,0
"Height.527",81.2631757717218,0,0,0,1,0,0,0,0,0,1,1,1,1
"Height.528",74.9696387631453,0,0,0,1,0,0,0,0,1,0,0,0,0
"Height.529",76.1689309022527,0,0,0,1,0,0,0,0,1,0,0,0,1
"Height.530",74.9872224901906,0,0,0,1,0,0,0,0,1,0,0,1,0
"Height.531",79.9655959763251,0,0,0,1,0,0,0,0,1,0,0,1,1
"Height.532",76.8034263184299,0,0,0,1,0,0,0,0,1,0,1,0,0
"Height.533",78.2722558847276,0,0,0,1,0,0,0,0,1,0,1,0,1
"Height.534",78.893281126125,0,0,0,1,0,0,0,0,1,0,1,1,0
"Height.535",81.9734448128271,0,0,0,1,0,0,0,0,1,0,1,1,1
"Height.536",73.7528513845287,0,0,0,1,0,0,0,0,1,1,0,0,0
"Height.537",77.5619208747459,0,0,0,1,0,0,0,0,1,1,0,0,1
"Height.538",76.3334575802149,0,0,0,1,0,0,0,0,1,1,0,1,0
"Height.539",79.8468496321143,0,0,0,1,0,0,0,0,1,1,0,1,1
"Height.540",76.4462764646416,0,0,0,1,0,0,0,0,1,1,1,0,0
"Height.541",81.3342220752231,0,0,0,1,0,0,0,0,1,1,1,0,1
"Height.542",79.8474306144679,0,0,0,1,0,0,0,0,1,1,1,1,0
"Height.543",83.4999028608027,0,0,0,1,0,0,0,0,1,1,1,1,1
"Height.544",74.7812713711764,0,0,0,1,0,0,0,1,0,0,0,0,0
"Height.545",77.7541887252126,0,0,0,1,0,0,0,1,0,0,0,0,1
"Height.546",77.0978586316571,0,0,0,1,0,0,0,1,0,0,0,1,0
"Height.547",80.1249993315633,0,0,0,1,0,0,0,1,0,0,0,1,1
"Height.548",78.6878940412186,0,0,0,1,0,0,0,1,0,0,1,0,0
"Height.549",81.329436767915,0,0,0,1,0,0,0,1,0,0,1,0,1
"Height.550",79.260140848653,0,0,0,1,0,0,0,1,0,0,1,1,0
"Height.551",83.442109716407,0,0,0,1,0,0,0,1,0,0,1,1,1
"Height.552",75.6181598625568,0,0,0,1,0,0,0,1,0,1,0,0,0
"Height.553",78.9724869984038,0,0,0,1,0,0,0,1,0,1,0,0,1
"Height.554",78.1445273676947,0,0,0,1,0,0,0,1,0,1,0,1,0
"Height.555",81.323287973711,0,0,0,1,0,0,0,1,0,1,0,1,1
"Height.556",79.1994475284466,0,0,0,1,0,0,0,1,0,1,1,0,0
"Height.557",81.9622762583489,0,0,0,1,0,0,0,1,0,1,1,0,1
"Height.558",81.1180637089253,0,0,0,1,0,0,0,1,0,1,1,1,0
"Height.559",82.7168958329653,0,0,0,1,0,0,0,1,0,1,1,1,1
"Height.560",76.2868863633369,0,0,0,1,0,0,0,1,1,0,0,0,0
"Height.561",79.3126537229637,0,0,0,1,0,0,0,1,1,0,0,0,1
"Height.562",78.3055425719984,0,0,0,1,0,0,0,1,1,0,0,1,0
"Height.563",81.2767845768353,0,0,0,1,0,0,0,1,1,0,0,1,1
"Height.564",77.2231397100549,0,0,0,1,0,0,0,1,1,0,1,0,0
"Height.565",82.2139811364697,0,0,0,1,0,0,0,1,1,0,1,0,1
"Height.566",81.2004911393292,0,0,0,1,0,0,0,1,1,0,1,1,0
"Height.567",84.074203876424,0,0,0,1,0,0,0,1,1,0,1,1,1
"Height.568",76.8920250444724,0,0,0,1,0,0,0,1,1,1,0,0,0
"Height.569",81.0201285795857,0,0,0,1,0,0,0,1,1,1,0,0,1
"Height.570",78.2604649520585,0,0,0,1,0,0,0,1,1,1,0,1,0
"Height.571",81.6267674100256,0,0,0,1,0,0,0,1,1,1,0,1,1
"Height.572",79.4018401265708,0,0,0,1,0,0,0,1,1,1,1,0,0
"Height.573",82.4039755503013,0,0,0,1,0,0,0,1,1,1,1,0,1
"Height.574",82.1362544559324,0,0,0,1,0,0,0,1,1,1,1,1,0
"Height.575",86.1791715979598,0,0,0,1,0,0,0,1,1,1,1,1,1
"Height.576",74.557889021359,0,0,0,1,0,0,1,0,0,0,0,0,0
"Height.577",78.4979319955028,0,0,0,1,0,0,1,0,0,0,0,0,1
"Height.578",77.6831609992075,0,0,0,1,0,0,1,0,0,0,0,1,0
"Height.579",80.1839239297735,0,0,0,1,0,0,1,0,0,0,0,1,1
"Height.580",78.3774082430207,0,0,0,1,0,0,1,0,0,0,1,0,0
"Height.581",80.3867745490607,0,0,0,1,0,0,1,0,0,0,1,0,1
"Height.582",80.719215956585,0,0,0,1,0,0,1,0,0,0,1,1,0
"Height.583",83.6380506078767,0,0,0,1,0,0,1,0,0,0,1,1,1
"Height.584",75.5748819644859,0,0,0,1,0,0,1,0,0,1,0,0,0
"Height.585",78.7966368577455,0,0,0,1,0,0,1,0,0,1,0,0,1
"Height.586",78.1218141537715,0,0,0,1,0,0,1,0,0,1,0,1,0
"Height.587",82.1845790454819,0,0,0,1,0,0,1,0,0,1,0,1,1
"Height.588",78.546006040762,0,0,0,1,0,0,1,0,0,1,1,0,0
"Height.589",82.3448727649555,0,0,0,1,0,0,1,0,0,1,1,0,1
"Height.590",79.5669900405348,0,0,0,1,0,0,1,0,0,1,1,1,0
"Height.591",85.1880340365547,0,0,0,1,0,0,1,0,0,1,1,1,1
"Height.592",76.3125598081636,0,0,0,1,0,0,1,0,1,0,0,0,0
"Height.593",80.0345701149611,0,0,0,1,0,0,1,0,1,0,0,0,1
"Height.594",78.9945776342795,0,0,0,1,0,0,1,0,1,0,0,1,0
"Height.595",81.6907473264873,0,0,0,1,0,0,1,0,1,0,0,1,1
"Height.596",79.1209359315978,0,0,0,1,0,0,1,0,1,0,1,0,0
"Height.597",81.6021873740431,0,0,0,1,0,0,1,0,1,0,1,0,1
"Height.598",82.438905953576,0,0,0,1,0,0,1,0,1,0,1,1,0
"Height.599",84.63902570302,0,0,0,1,0,0,1,0,1,0,1,1,1
"Height.600",77.2804898737215,0,0,0,1,0,0,1,0,1,1,0,0,0
"Height.601",81.1974555594554,0,0,0,1,0,0,1,0,1,1,0,0,1
"Height.602",79.837817007377,0,0,0,1,0,0,1,0,1,1,0,1,0
"Height.603",82.5312129803038,0,0,0,1,0,0,1,0,1,1,0,1,1
"Height.604",79.8448223503907,0,0,0,1,0,0,1,0,1,1,1,0,0
"Height.605",84.2769487904959,0,0,0,1,0,0,1,0,1,1,1,0,1
"Height.606",83.126236102888,0,0,0,1,0,0,1,0,1,1,1,1,0
"Height.607",85.883802392781,0,0,0,1,0,0,1,0,1,1,1,1,1
"Height.608",76.8903767053524,0,0,0,1,0,0,1,1,0,0,0,0,0
"Height.609",80.2757740352569,0,0,0,1,0,0,1,1,0,0,0,0,1
"Height.610",78.9157071318463,0,0,0,1,0,0,1,1,0,0,0,1,0
"Height.611",82.9668482159516,0,0,0,1,0,0,1,1,0,0,0,1,1
"Height.612",81.3703721400108,0,0,0,1,0,0,1,1,0,0,1,0,0
"Height.613",84.5683273455394,0,0,0,1,0,0,1,1,0,0,1,0,1
"Height.614",81.8349438551771,0,0,0,1,0,0,1,1,0,0,1,1,0
"Height.615",86.4008122744361,0,0,0,1,0,0,1,1,0,0,1,1,1
"Height.616",77.5889311449691,0,0,0,1,0,0,1,1,0,1,0,0,0
"Height.617",81.2697219771532,0,0,0,1,0,0,1,1,0,1,0,0,1
"Height.618",79.7823311270459,0,0,0,1,0,0,1,1,0,1,0,1,0
"Height.619",83.4426616376781,0,0,0,1,0,0,1,1,0,1,0,1,1
"Height.620",81.8401061624187,0,0,0,1,0,0,1,1,0,1,1,0,0
"Height.621",84.3434659366324,0,0,0,1,0,0,1,1,0,1,1,0,1
"Height.622",83.2630603025399,0,0,0,1,0,0,1,1,0,1,1,1,0
"Height.623",87.2648041932467,0,0,0,1,0,0,1,1,0,1,1,1,1
"Height.624",79.9788715814868,0,0,0,1,0,0,1,1,1,0,0,0,0
"Height.625",83.0102392263523,0,0,0,1,0,0,1,1,1,0,0,0,1
"Height.626",81.4340174754735,0,0,0,1,0,0,1,1,1,0,0,1,0
"Height.627",85.0581741572873,0,0,0,1,0,0,1,1,1,0,0,1,1
"Height.628",82.8841332573178,0,0,0,1,0,0,1,1,1,0,1,0,0
"Height.629",86.0345672865067,0,0,0,1,0,0,1,1,1,0,1,0,1
"Height.630",84.5987086920119,0,0,0,1,0,0,1,1,1,0,1,1,0
"Height.631",88.4254701552672,0,0,0,1,0,0,1,1,1,0,1,1,1
"Height.632",79.9743098978023,0,0,0,1,0,0,1,1,1,1,0,0,0
"Height.633",84.9107305683371,0,0,0,1,0,0,1,1,1,1,0,0,1
"Height.634",81.733132635259,0,0,0,1,0,0,1,1,1,1,0,1,0
"Height.635",85.7257446122151,0,0,0,1,0,0,1,1,1,1,0,1,1
"Height.636",83.8715405540318,0,0,0,1,0,0,1,1,1,1,1,0,0
"Height.637",85.0572999888224,0,0,0,1,0,0,1,1,1,1,1,0,1
"Height.638",85.5136853465484,0,0,0,1,0,0,1,1,1,1,1,1,0
"Height.639",86.7554921001592,0,0,0,1,0,0,1,1,1,1,1,1,1
"Height.640",75.9162628534205,0,0,0,1,0,1,0,0,0,0,0,0,0
"Height.641",78.8710022758815,0,0,0,1,0,1,0,0,0,0,0,0,1
"Height.642",78.0130057827654,0,0,0,1,0,1,0,0,0,0,0,1,0
"Height.643",81.4761398097295,0,0,0,1,0,1,0,0,0,0,0,1,1
"Height.644",78.4800998405571,0,0,0,1,0,1,0,0,0,0,1,0,0
"Height.645",81.847365488837,0,0,0,1,0,1,0,0,0,0,1,0,1
"Height.646",80.295372565457,0,0,0,1,0,1,0,0,0,0,1,1,0
"Height.647",83.7358771102293,0,0,0,1,0,1,0,0,0,0,1,1,1
"Height.648",75.7620879574644,0,0,0,1,0,1,0,0,0,1,0,0,0
"Height.649",79.9161022080626,0,0,0,1,0,1,0,0,0,1,0,0,1
"Height.650",78.6828451233574,0,0,0,1,0,1,0,0,0,1,0,1,0
"Height.651",82.2941974514147,0,0,0,1,0,1,0,0,0,1,0,1,1
"Height.652",77.9856477255557,0,0,0,1,0,1,0,0,0,1,1,0,0
"Height.653",81.615510581152,0,0,0,1,0,1,0,0,0,1,1,0,1
"Height.654",80.6695066378225,0,0,0,1,0,1,0,0,0,1,1,1,0
"Height.655",84.1442856249945,0,0,0,1,0,1,0,0,0,1,1,1,1
"Height.656",77.4661369398828,0,0,0,1,0,1,0,0,1,0,0,0,0
"Height.657",81.2127892074216,0,0,0,1,0,1,0,0,1,0,0,0,1
"Height.658",78.6179714585958,0,0,0,1,0,1,0,0,1,0,0,1,0
"Height.659",81.9258428222443,0,0,0,1,0,1,0,0,1,0,0,1,1
"Height.660",81.097610213343,0,0,0,1,0,1,0,0,1,0,1,0,0
"Height.661",83.746657407296,0,0,0,1,0,1,0,0,1,0,1,0,1
"Height.662",81.5889763876969,0,0,0,1,0,1,0,0,1,0,1,1,0
"Height.663",85.44988054593,0,0,0,1,0,1,0,0,1,0,1,1,1
"Height.664",77.4829209771184,0,0,0,1,0,1,0,0,1,1,0,0,0
"Height.665",81.1264064529252,0,0,0,1,0,1,0,0,1,1,0,0,1
"Height.666",80.2506137604663,0,0,0,1,0,1,0,0,1,1,0,1,0
"Height.667",82.7583462015015,0,0,0,1,0,1,0,0,1,1,0,1,1
"Height.668",80.5620096147354,0,0,0,1,0,1,0,0,1,1,1,0,0
"Height.669",84.7946587112465,0,0,0,1,0,1,0,0,1,1,1,0,1
"Height.670",82.5017276658523,0,0,0,1,0,1,0,0,1,1,1,1,0
"Height.671",85.1462874953276,0,0,0,1,0,1,0,0,1,1,1,1,1
"Height.672",78.439406519323,0,0,0,1,0,1,0,1,0,0,0,0,0
"Height.673",81.3614220456792,0,0,0,1,0,1,0,1,0,0,0,0,1
"Height.674",80.2023215996374,0,0,0,1,0,1,0,1,0,0,0,1,0
"Height.675",82.2636540166529,0,0,0,1,0,1,0,1,0,0,0,1,1
"Height.676",81.8548056716321,0,0,0,1,0,1,0,1,0,0,1,0,0
"Height.677",84.7026611032998,0,0,0,1,0,1,0,1,0,0,1,0,1
"Height.678",81.5780062151179,0,0,0,1,0,1,0,1,0,0,1,1,0
"Height.679",86.3171187603784,0,0,0,1,0,1,0,1,0,0,1,1,1
"Height.680",78.2002579768509,0,0,0,1,0,1,0,1,0,1,0,0,0
"Height.681",81.6412319042944,0,0,0,1,0,1,0,1,0,1,0,0,1
"Height.682",81.1367952598467,0,0,0,1,0,1,0,1,0,1,0,1,0
"Height.683",84.9269867753074,0,0,0,1,0,1,0,1,0,1,0,1,1
"Height.684",80.986136280357,0,0,0,1,0,1,0,1,0,1,1,0,0
"Height.685",86.0782313821655,0,0,0,1,0,1,0,1,0,1,1,0,1
"Height.686",82.6153944008467,0,0,0,1,0,1,0,1,0,1,1,1,0
"Height.687",86.0984586164115,0,0,0,1,0,1,0,1,0,1,1,1,1
"Height.688",80.1728708418389,0,0,0,1,0,1,0,1,1,0,0,0,0
"Height.689",82.4726266622244,0,0,0,1,0,1,0,1,1,0,0,0,1
"Height.690",81.7516113927117,0,0,0,1,0,1,0,1,1,0,0,1,0
"Height.691",85.4027135592074,0,0,0,1,0,1,0,1,1,0,0,1,1
"Height.692",82.636577631829,0,0,0,1,0,1,0,1,1,0,1,0,0
"Height.693",87.5253321558315,0,0,0,1,0,1,0,1,1,0,1,0,1
"Height.694",83.7990077351821,0,0,0,1,0,1,0,1,1,0,1,1,0
"Height.695",88.7808480176013,0,0,0,1,0,1,0,1,1,0,1,1,1
"Height.696",79.8998082298998,0,0,0,1,0,1,0,1,1,1,0,0,0
